metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: part ID,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit,dimensions: converted
St_Johns_College_MS_164_binding_1,manuscript_12164,St_Johns_College,St_Johns_College_MS_164,St John's College MS 164,St_Johns_College_MS_164,"Red velvet over millboards, with remaining seats for ties on both boards, s. xviii. Sewn on four thongs. ‘164’ on a damaged paper lozenge at the head of the spine, rather indistinctly in black ink on the leading edges. Pastedowns modern vellum, a College bookplate on the front pastedown. At the front, three medieval vellum flyleaves (a four-leaf quire, lacking the first leaf, now a stub) and a modern vellum flyleaf; at the rear, fol. 149 is early modern vellum, inserted between the main MS and the added material at the end, and fol. v a medieval vellum flyleaf the remains of a bifolium with its conjoint a following stub.; This manuscript received conservation treatment by Jane Eagan c.2008/9.",,,,,1700,1800,,,,,,,,,,,,,
St_Johns_College_MS_165_binding_1,manuscript_12165,St_Johns_College,St_Johns_College_MS_165,St John's College MS 165,St_Johns_College_MS_165,"A modern replacement. Sewn on four thongs. At the front, a marbled paper leaf (dated 1842), two modern paper flyleaves, and two medieval vellum leaves (a bifolium); at the rear, two modern paper flyleaves, and another marbled leaf (ix–xi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_167_binding_1,manuscript_12167,St_Johns_College,St_Johns_College_MS_167,St John's College MS 167,St_Johns_College_MS_167,"Brown leather over wooden boards, s. xvi, with stamped rolls, within a roll of Oldham’s type FL.(a) or FL.(b), his roll FP.(a) 6 (plate xli, no. 648). This was in use by a London binder ‘F I.’ 1535 x 1549 (46). Sewn on four thongs. The upper board patched to repair the seatings of removed straps; nail-holes from the seatings for the posts to which they attached towards the spine on the lower board. Gold ‘167’ at the head of the spine, in black ink on the leading edges. The front pastedown old vellum, with a College bookplate, an old shelfmark and notation of a new shelfmark dated 1792, and an s. xv musical gamut identical with that on fol. ii. The rear pastedown apparently also old vellum but now with a modern paper leaf pasted over it. At the front, two medieval vellum flyleaves; at the rear, one modern paper flyleaf (iii).",,,,,1500,1600,,,,,,,,,,,,,
St_Johns_College_MS_169_binding_1,manuscript_12169,St_Johns_College,St_Johns_College_MS_169,St John's College MS 169,St_Johns_College_MS_169,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf (dated 1916 on the verso), a modern paper flyleaf, and two medieval vellum flyleaves; at the rear, one modern paper flyleaf and another marbled leaf (vii–ix). The last leaf of the MS proper (fol. vii) was a pastedown in an earlier binding.",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_171_binding_1,manuscript_12171,St_Johns_College,St_Johns_College_MS_171,St John's College MS 171,St_Johns_College_MS_171,"A modern replacement. Sewn on four thongs. At the front, a marbled paper leaf and one paper flyleaf at the rear, a vellum flyleaf from MS (a pastedown in an earlier binding), a modern paper flyleaf, and another marbled leaf (v–vii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_172_binding_1,manuscript_12172,St_Johns_College,St_Johns_College_MS_172,St John's College MS 172,St_Johns_College_MS_172,"A modern replacement (the spine from an earlier binding). Sewn on three thongs. At the front, a marbled paper leaf (dated ‘1747’ on the verso), a modern paper flyleaf, and two medieval vellum flyleaves (formed by folding a blank waste sheet, pricked, bounded, and ruled in double columns for about 50 lines), a College bookplate on fol. iiiv; at the rear, a modern paper flyleaf and another marbled leaf (vi–vii). Fol. iii has holes and verdigris stains from a staple clasp in Watson’s position 6.",,,,,1725,1950,,,,,,,,,,,,,
St_Johns_College_MS_173_binding_1,manuscript_12173,St_Johns_College,St_Johns_College_MS_173,St John's College MS 173,St_Johns_College_MS_173,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf at the rear, another marbled paper leaf (ii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_176_binding_1,manuscript_12176,St_Johns_College,St_Johns_College_MS_176,St John's College MS 176,St_Johns_College_MS_176,"Modern replacement. Sewn on four thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_177_binding_1,manuscript_12177,St_Johns_College,St_Johns_College_MS_177,St John's College MS 177,St_Johns_College_MS_177,"Plain brown leather over millboards; original may be s. xvii ex. now rebacked, with a modest stamped fillet. Sewn on five thongs. Gold ‘177’ at the head of the spine, in black ink on the leading edges. Pastedowns and endleaves marbled paper, a College bookplate on the front pastedown. At the front, the marbled leaf and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled leaf (iv–vi).",,,,,1675,1700,,,,,,,,,,,,,
St_Johns_College_MS_178_binding_1,manuscript_12178,St_Johns_College,St_Johns_College_MS_178,St John's College MS 178,St_Johns_College_MS_178,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, and six vellum flyleaves, four part of the actual volume (fols. iii–vv are waste, bounded and ruled, fol. v pricked); at the rear, four medieval vellum flyleaves and another marbled leaf (viii–xii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_179_binding_1,manuscript_12179,St_Johns_College,St_Johns_College_MS_179,St John's College MS 179,St_Johns_College_MS_179,"Sewn on seven thongs. At the front, a marbled paper leaf, a modern paper flyleaf, and three medieval vellum flyleaves; at the rear, three medieval vellum flyleaves, a modern paper flyleaf, and another marbled paper leaf (vi–x).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_182_binding_1,manuscript_12182,St_Johns_College,St_Johns_College_MS_182,St John's College MS 182,St_Johns_College_MS_182,"A modern replacement. Sewn on four thongs. At the front, a marbled paper leaf (dated 1925 on the verso), a modern paper flyleaf and one medieval vellum flyleaf (another College bookplate on its verso); at the rear, a modern paper flyleaf and another marbled leaf (vi–vii).; The front vellum leaf (fol. iii) is waste, used as a pastedown in an earlier binding. It is half a calendar page for January (with the top at the leading edge), in textura semiquadrata, s. xv; feasts include Paul primus heremita, Wulfstan, Antony (in red). Fol. 7 may be a singleton half of the same sheet; the ruling (recto only) is for a calendar like (fol. iii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_183_binding_1,manuscript_12183,St_Johns_College,St_Johns_College_MS_183,St John's College MS 183,St_Johns_College_MS_183,"Modern rebinding. Sewn on five thongs. At the head, a marbled paper leaf, two modern paper flyleaves, and a medieval vellum flyleaf (a pastedown in an earlier volume); at the rear, two modern paper flyleaves, and another marbled leaf (vii–ix).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_184_binding_1,manuscript_12184,St_Johns_College,St_Johns_College_MS_184,St John's College MS 184,St_Johns_College_MS_184,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two paper flyleaves (the date 1767 appears on the verso of fol. 1); at the rear, two paper flyleaves and another marbled paper leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_185_binding_1,manuscript_12185,St_Johns_College,St_Johns_College_MS_185,St John's College MS 185,St_Johns_College_MS_185,"A modern replacement, with the top board off. Sewn on three thongs. At the front, a marbled paper leaf (dated 1906 on the verso) and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled paper leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_187_binding_1,manuscript_12187,St_Johns_College,St_Johns_College_MS_187,St John's College MS 187,St_Johns_College_MS_187,"A modern replacement. Sewn on four thongs. At the front, a marbled paper leaf and three modern paper flyleaves; at the rear, a vellum leaf, two modern paper flyleaves, and another marbled paper leaf (v–viii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_188_binding_1,manuscript_12188,St_Johns_College,St_Johns_College_MS_188,St John's College MS 188,St_Johns_College_MS_188,"Brown leather over bookboard, s. xvi, with a blind-stamped border, partly restored in the upper corner, perhaps suggesting a chain fitting removed. The rolls are Oldham MW.d (10) (no. 872, plate LI), used alone by an Oxford binder 1560–1613. Sewn on four thongs. Gold ‘188’ at the head of the spine, very indistinct in black ink on the leading edges. All three edges reddened. Pastedowns old vellum, a College bookplate on the front pastedown. At the front, three vellum flyleaves from manuscript (the first has been used as a pastedown in an earlier binding, and the second and third are a bifolium); at the rear, a single vellum flyleaf from manuscript (iv).",,,,,1500,1613,,,,,,,,,,,,,
St_Johns_College_MS_189_binding_1,manuscript_12189,St_Johns_College,St_Johns_College_MS_189,St John's College MS 189,St_Johns_College_MS_189,"A modern replacement. Sewn on four thongs. At the front, a marbled paper leaf, a modern paper flyleaf, and three medieval vellum flyleaves; at the rear, a modern paper flyleaf and another marbled paper leaf (viii–ix).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_190_binding_1,manuscript_12190,St_Johns_College,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College_MS_190,"A modern replacement. Sewn on three thongs. At the front, a marbled paper leaf (the date 1879 on the verso) and two modern paper flyleaves; at the rear, two vellum flyleaves from MS, two modern paper flyleaves and another marbled leaf (12–13, iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_192_binding_1,manuscript_12192,St_Johns_College,St_Johns_College_MS_192,St John's College MS 192,St_Johns_College_MS_192,"Dark brown leather, with a plain fillet, s. xvi/xvii, remounted over millboards. Sewn on three thongs. Holes in both boards from two pairs of ties to close the book. At the head of the spine gold ‘192’, in black ink along the leading edges. Pastedowns marbled paper, a College bookplate on the front pastedown.",,,,,1500,1700,,,,,,,,,,,,,
St_Johns_College_MS_192_binding_2,manuscript_12192,St_Johns_College,St_Johns_College_MS_192,St John's College MS 192,St_Johns_College_MS_192,"At both front and rear, a single modern paper flyleaf (the rear fol. ii).",,,,,1610,,,,,,,,,,,,,,
St_Johns_College_MS_193_binding_1,manuscript_12193,St_Johns_College,St_Johns_College_MS_193,St John's College MS 193,St_Johns_College_MS_193,"A modern replacement. Sewn on five thongs. At the front, a modern paper flyleaf, and four medieval vellum flyleaves (the first a former pastedown; fols. iv + v a bifolium); at the rear, three medieval vellum flyleaves and a modern paper flyleaf (vi–x).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_194_binding_1,manuscript_12194,St_Johns_College,St_Johns_College_MS_194,St John's College MS 194,St_Johns_College_MS_194,"A modern replacement. Sewn on two thongs, but probably originally others at the top and foot, suggesting an s. xii binding; three thongs showed on the spine (now damaged). At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, three vellum flyleaves, two modern paper flyleaves, and another marbled paper leaf (iii bis–ix).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_195_binding_1,manuscript_12195,St_Johns_College,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College_MS_195,"A modern replacement. Sewn on four thongs. At the front, one modern paper flyleaf (dated 1861); at the rear, a second modern paper flyleaf (v).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_196_binding_1,manuscript_12196,St_Johns_College,St_Johns_College_MS_196,St John's College MS 196,St_Johns_College_MS_196,"A modern replacement. Sewn on five thongs. At the front, one modern paper and one medieval vellum flyleaf; at the rear, a single modern paper flyleaf (iv).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_197_binding_1,manuscript_12197,St_Johns_College,St_Johns_College_MS_197,St John's College MS 197,St_Johns_College_MS_197,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, one modern paper flyleaf, and one medieval vellum fiyleaf at the rear, a modern paper flyleaf, and another marbled leaf (v–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_198_binding_1,manuscript_12198,St_Johns_College,St_Johns_College_MS_198,St John's College MS 198,St_Johns_College_MS_198,"A modern replacement. Sewn on four thongs. At the front, one modern paper flyleaf (dated 1789); at the rear, one modern paper flyleaf (ii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_199_binding_1,manuscript_12199,St_Johns_College,St_Johns_College_MS_199,St John's College MS 199,St_Johns_College_MS_199,"A modern replacement. Sewn on two thongs. At the front, a marbled paper leaf, two modern paper flyleaves, and a medieval vellum flyleaf; at the rear, two modern paper flyleaves and another marbled leaf (v–vii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_200_binding_1,manuscript_12200,St_Johns_College,St_Johns_College_MS_200,St John's College MS 200,St_Johns_College_MS_200,"A modern replacement. Sewn on four thongs. At the front, a marbled paper leaf (dated ‘1772’ on the verso), two modern paper flyleaves, and a medieval vellum flyleaf; at the rear, two modern paper flyleaves and another marbled paper leaf (v–vii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_202_binding_1,manuscript_12202,St_Johns_College,St_Johns_College_MS_202,St John's College MS 202,St_Johns_College_MS_202,"A modern replacement. Sewn on four thongs. At the front, a marbled paper leaf (dated ‘1907’ on the verso) and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled paper leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
